Adószám,Szervezet neve,Székhely,Új kategória (legalsó szint),Szülő kategória,Cél (első 200 karakter)
19655165,Szent Imre Alapítvány,"1114 Budapest, Himfy utca 9.",vallási szervezetek,kultúra és művészet,Szentimrevárosban az egyházi élet fellendítése.
19655684,Békásmegyeri Veres Péter Gimnázium Oktatási Alapítvány,"1039 Budapest, Csobánka tér 7.",gimnáziumok,oktatás,A Veres Péter Gimnázium és a lakosság idegen nyelvi oktatásának támogatása.
19655701,"Jókai Mór Általános Iskola ""Iskolánkért"" Alapítványa","1145 Budapest, Erzsébet királyné útja 35-37.",általános iskolák,oktatás,A Vámos Ilona Általános Iskolában folyó oktató-nevelő munka támogatása.
19655945,Fiatal Képzőművészek Stúdiója,"1077 Budapest, Rottenbiller utca 35.",művészeti szervezetek,kultúra és művészet,"Az egyesület célja, hogy a fiatal képzőművészek társadalmi szervezeteként elősegítse tagjai pályakezdését, jelenlétét a kulturális és művészeti életben, továbbá lehetővé tegye tagjainak bel-és külföld"
19656393,Tájfun Sport Egyesület,"1165 Budapest, Emma utca 11.",sportklubok,sport és szabadidő,"A tömegsport, a rendszeres sportolási és versenyzési lehetőség biztosítása; tagjainak sporttevékenység biztosítása, versenyek, tanfolyamok szervezése, továbbá, hogy közös érdekeik védelméről gondoskod"
19656946,Trefort Gyakorló Iskola Alapítvány,"1088 Budapest, Trefort utca 8. Eötvös Lóránd Tudományegyetem Gyakorlóiskolája",általános iskolák,oktatás,"A Trefort Gyakorlóiskola diákjai továbbképzési lehetőségeinek szélesítése, önképzési törekvéseinek támogatása."
19657033,Sashegyi Arany Iskolaalapítvány,"1124 Budapest, Meredek utca 1.",gimnáziumok,oktatás,Az Arany János Általános Iskola és Gimnázium képzési-nevelési feltételeinek javítása.
19657600,Történelemtanárok Egylete,"1075 Budapest, Rumbach Sebestyén utca 3. I/4.",egyéb oktatási szervezetek,oktatás,"A szervezet célja, hogy képviselje a történelemtanítás szakmai érdekeit. A célja megvalósítása érdekében előadásokat, vitákat, továbbképzéseket szervez, szakmai műhelyeket működtet, szakvéleményt ad, "
19657868,MÉDOSZ Szociális és Oktatási Alapítvány,"1146 Budapest, Thököly út 58-60. I. em./102.",rászorulók segítése,szociális segítségnyújtás,Szociális támogatás.
19657930,Bajcsy Rádiós Sportegyesület,"1116 Budapest, Duránci utca 5.",sportklubok,sport és szabadidő,"A sportegyesület célja, hogy sportolási lehetőséget biztosítson a rádióamatőrök és a technikai sportot kedvelők részére; emellett támogassa a rádiótechnika, az elektronika és a számítástechnika iránt "
19657954,II. Rákóczi Ferenc Közgazdasági Alapítvány,"1075 Budapest, Wesselényi utca 38.",szakközépiskolák,oktatás,"A középfokú közgazdászképzés átfogó korszerűsítése. A középfokú közgazdászképzés átfogó korszerűsítése, a tanulók általános műveltségének elmélyítése, továbbtanulási, pályaválasztási és munkába állási"
19657992,Fehérkereszt Állatvédő Liga Állatotthon Alapítvány,"1074 Budapest, Dohány utca 69. U-2.",kutyák,környezet- és állatvédelem,Állatotthon létesítése és fenntartása.
19659664,Budapest X. kerületi Kőbányai Szent László Egyházközség Alapítvány,"1202 Budapest, Nagyszalonta utca 19.",vallási szervezetek,kultúra és művészet,A Kóbányai Szent László egyházközség támogatása.
19659767,Katolikus Szeretetszolgálat Alapítvány,"1146 Budapest, Ajtósi Dürer sor 27/A.",egyházhoz kötődő szociális szervezetek,szociális segítségnyújtás,"A Római Katolikus Egyház Szeretetszolgálat Szociális otthonainak támogatása, az otthoni elhelyezésben nem részesültekkel való foglalkozások feltételeinek előteremtése."
19659822,Toldy Ferenc Alapítvány,"1015 Budapest, Toldy Ferenc utca 9. Toldy Ferenc Gimnázium",gimnáziumok,oktatás,"A Toldy Ferenc Gimnázium oktató munkájának, valamint az arra érdemes és rászoruló diákoknak támogatása, a pedagógusok elismerése."
19659918,Fabula Alapítvány,"1148 Budapest, Lengyel utca 21.",hátrányos helyzetű gyerekek támogatása,szociális segítségnyújtás,"A kisérleti ENGLISH FOR CHILDREN programban résztvevő, tehetséges hátrányos helyzetű gyerekek támogatása."
19659970,Magyarországi Pikler-Lóczy Társaság,"1025 Budapest, Kulpa utca 5.",óvodák,oktatás,"Pikler Emmi életművére és az általa 1946-ban alapított és 1986-ban róla elnevezett Intézet munkatársai több, mint félévszázados tapasztalataira támaszkodva elősegíteni a hazai kisgyermek-nevelési kult"
19660121,A Bazilikáért Alapítvány,"1051 Budapest, Hercegprímás utca 7.",egyéb kulturális szervezetek,kultúra és művészet,A Szent István Bazilika felújítása és karbantartása.
19660633,Gyermekekért Alapítvány,"1149 Budapest, Egressy út 69.",általános iskolák,oktatás,Az alapítvány alapcélja a Zuglói Herman Ottó Tudásközpont Általános Iskola (OM azonosítója: 035046) tanító-nevelő munkájának színvonalasabbá tétele.
19661294,Értünk - Egészséges Fejlődésünkért Alapítvány,"1137 Budapest, Radnóti Miklós utca 8-10.",általános iskolák,oktatás,A Rajk László Általános Iskola támogatása.
19661311,Alapítvány a Kereskedelmi Dolgozókért,"1068 Budapest, Városligeti fasor 46-48.",beteg emberek lelki és szociális támogatása,szociális segítségnyújtás,"A kereskedelem érdekeinek, értékeinek védelmében munkavégzésük során pszichés vagy testi épségükben károsodást szenvedett kereskedelmi dolgozók - köztük elsősorban a szakszervezeti tagok - egészségügy"
19661414,ADRA Adventista Fejlesztési és Segély Alapítvány,"1171 Budapest, Borsfa u. 55.",rászorulók segítése,szociális segítségnyújtás,"Rászorultak segítése, az ifjúság nevelése és képzése."
19661500,Küldetés Egyesület,"1072 Budapest, Klauzál tér 5.",fogyatékkal élők segítése,szociális segítségnyújtás,"Értelmi és egyéb sérült gyerekek, fiatalok, lelki, szellemi fejlesztése és szinten tartása nappali otthoni és lakóotthoni ellátás keretében. Az egyesület szakmai és anyagi támogatást nyújt a fogyatéko"
19661634,Haladjunk a Korral Alapítvány,"1192 Budapest, Álmos utca 57. I/7.",gimnáziumok,oktatás,"1.) Alapítvány célja: Budapest, IX. Kerületi Weöres Általános Iskola és Gimnáziumban folyó oktatási tevékenység színvonalának emelése, különös tekintettel az idegen nyelvű oktatás, a művészeti nevelés"
19661885,Magyarországi Bogarasok Klubja,"1084 Budapest, Német utca 23. fszt./4.",egyéb szabadidős szervezetek,sport és szabadidő,"E szerint az egyesület célja, hogy működésével elősegítse a tudomány és technika fejlődéstörténeti értékeinek megóvását, a közlekedési kultúra fejlesztését, a technikai fejlődésben a környezetvédelmi "
19661964,A Szívbeteg Gyermekek Védelmében Alapítvány,"1096 Budapest, Haller utca 29.",egyéb gyermek egészségügy,gyermek egészségügy,A szívbeteg gyermekek országos szintű ellátását végző Centrum támogatása gyógyászati feltételek biztosítása érdekében.
19661971,Politikatörténeti Alapítvány,"1051 Budapest, Nádor utca 9.",tudományos kutatás,oktatás,"A Politikatörténeti Intézetben örzött levéltári- és könyvtári anyag alapján lehetőséget teremteni a hazai és külföldi kutatások számára, a "" Múltunk "" című lap megjelenésének támogatása."
19662257,Gulner Alapítvány a Tanulókért és az Iskoláért,"1193 Budapest, Gulner Gy. utca 2.",általános iskolák,oktatás,A Budapest XVIII.ker. Engels u. 2. z. alatt müködő Általános Iskola oktatási szinvonalának emelése.
19662491,Kölcsey Gimnáziumért Közhasznú Alapítvány,"1063 Budapest, Munkácsy Mihály utca 26-28.",gimnáziumok,oktatás,A Kölcsey Ferenc Gimnázium oktatási munkájának támogatása.
19662556,INTARZIA Újpesti Nagycsaládosok Egyesülete,"1044 Budapest, Gárdonyi Géza utca 1. G. lh.",családalapítást segítő szervezetek,szociális segítségnyújtás,"Az INTARZIA Újpesti Nagycsaládosok Egyesülete szuverén, önálló egyesület, az állampolgárok kezdeményezésén alapuló civil szerveződés, amelynek célja: a. A nagycsaládosok egymást ismerő és segítő közös"
19662594,Magyarországi PKU Egyesület,"1083 Budapest, Bókay János utca 54.",egyéb gyermek egészségügy,gyermek egészségügy,"A Magyarországi PKU Egyesület célja 1.Kölcsönös segítségnyújtási közösség kialakítása elsősorban a PKU-s (fenilketonúriás) és egyéb anyagcsere-beteg gyermekek szülei körében, majd később a felnőtté vá"
19662666,HOSTIS Nevelési-oktatási Közalapítvány,"1055 Budapest, Markó utca 18-20.",gimnáziumok,oktatás,"Olyan köznevelési intézmény és egyéb, a nevelés-oktatással összefüggő létesítmények működtetése, fenntartása, amelyekben kiemelt szerepet kap a magas szintű és széles választékot kínáló, korszerű, ált"
19662714,Batthyány Ilona Alapítvány,"1164 Budapest, Georgina utca 23.",általános iskolák,oktatás,A Batthyány Ilona Általános Iskolában folyó oktató-nevelő munka támogatása. A Batthyany Ilona Általános Iskolában folyó oktató-nevelő munka támogatása érdekében az iskolában folyó nevelő-oktató munka 
19662769,Otthonban Élő Idősekért és Demens Betegekért Alapítvány,"1223 Budapest, Szelence utca 1.",idősek gondozása,szociális segítségnyújtás,A Fővárosi Önkormányzat Szociális Otthonában élők életkörülményeinek javítása.
19662927,Magyar Ökumenikus Segélyszervezet,"1221 Budapest, Kossuth Lajos utca 64.",rászorulók segítése,szociális segítségnyújtás,"segélyszervezeti, karitatív munkát lásson el együttműködve a társadalom legszélesebb rétegeivel a rászorulók hatékony megsegítése érdekében. A Segélyszervezet arra törekszik, hogy elősegítse a célcsop"
19662958,Praevolans Alapítvány,"1117 Budapest, Baranyai utca 16/18.",gimnáziumok,oktatás,A nyolcosztályos alapképzésből a négy plusz nyolc osztályos oktatási formára történő áttérés segítése.
19663021,Összefogva az Iskoláért Alapítvány,"1103 Budapest, Kada utca 27-29.",általános iskolák,oktatás,"A Kada Általános Iskola tornaterem bővítésének a támogatása, valamint az oktató-nevelő munka javításához való hozzájárulás."
19663038,Chabad Lubavits Zsidó Nevelési és Oktatási Alapítvány,"1075 Budapest, Wesselényi utca 4.",vallási szervezetek,kultúra és művészet,"Az általános cél a zsidó nevelési tradíciók ismertetése, oktatása a Biblia, a Talmud, a zsidó történelem, a zsidó filozófia és a zsidó jog, a héber nyelv kutatása, tanulása, megismerése, ösztöndíjakka"
19663155,Anyanyelvápolók Szövetsége,"1053 Budapest, Károlyi utca 16.",egyéb oktatási szervezetek,oktatás,"Anyanyelvünk, szeretett és féltve őrzött nemzeti kincsünk ápolása és védelme a nyelv használói, a társadalom védelme érdekében."
19663258,Magyar Hospice Alapítvány,"1032 Budapest, Kenyeres utca 18-22.",beteg emberek lelki és szociális támogatása,szociális segítségnyújtás,"Haldokló betegek szeretetteljes testi-lelki gondozása, segítségnyújtás és tanácsadás a családtagoknak."
19663313,Pro Liberis Alapítvány a gyermekekért,"1025 Budapest, Törökvész utca 48-54.",gimnáziumok,oktatás,"A Móricz Zsigmond Általános Gimnázium diákjainak jutalmazása, az oktatási feltételek javítása."
19663595,Sztehlo Gábor Gyermek- és Ifjúságsegítő Alapítvány,"1014 Budapest, Táncsics Mihály utca 28.",gyermekvédelem,szociális segítségnyújtás,"A nevelő intézetek, illetőleg az onnan kikerülő fiatalok életkezdésének támogatása, továbbá Sztehlo Gábor életútjának, munkásságának publikálása."
19663753,Ügyészségi Nyugdíjas Alapítvány,"1055 Budapest, Markó utca 16.",rászorulók segítése,szociális segítségnyújtás,"Az Ügyészségi Dolgozók Országos Szakszervezeti Tanácsa nyugdíjas tagjainak, azok özvegyeinek támogatása."
19663777,Szent István Gimnázium Alapítvány,"1146 Budapest, Ajtósi Dürer sor 15.",gimnáziumok,oktatás,A budapesti Szent István Gimnázium nevelési és oktatási céljainak támogatása.
19663856,Nyújtsd a kezed Alapítvány,"1156 Budapest, Pattogós utca 6-8.",szakközépiskolák,oktatás,"Segítségnyújtás a Száraznád Nevelési-Oktatási Központ Óvoda, Általánosa Iskola, Szakiskola és Pedagógiai Szakszolgálat (székhelye: 1156 Budapest, Pattogós u. 6-8.) oktatói feltétel rendszerének fejles"
19663973,"Tegyünk, hogy Léphessünk Alapítvány","1209 Budapest, Hősök tere 18-20.",általános iskolák,oktatás,A Zalka Máté Általános Iskola oktatási feltételeinek javítása.
19664008,Napsugár Kanóc utcai Óvoda Óvodásait Támogató Alapítvány,"1031 Budapest, Kanóc utca 3.",óvodák,oktatás,"A Budapest, III.kerületi Kanóc u.3.szám alatti Napköziotthonos Óvoda óvodásainak jobb ellátása érdekében támogatás nyújtása."
19664242,Színes Ceruzák Alapítvány,"1222 Budapest, Árpád utca 2.",általános iskolák,oktatás,"A Budapest, XIII. kerület, Árpád u.2. sz. alatti Általános Iskola oktató-nevelő munkájának támogatása, a rászoruló gyermekek segítése."
19664383,Bárka Alapítvány,"2330 Dunaharaszti, Mindszenty utca 3.",fogyatékkal élők segítése,szociális segítségnyújtás,"Olyan értelmi fogyatékosok és halmozottan sérült gyermekek és felnőttek életkörülményeinek javítása életközösségek és gondozási formák létrehozásával, akik család nélkül maradtak vagy nehéz családi he"
19664565,Korai Fejlesztő Központot Támogató Alapítvány,"1146 Budapest, Csantavér köz 9-11.",egyéb oktatási szervezetek,oktatás,"0-6 éves korú, a megszokottól eltérő fejlődésmenetű gyermekek életminőségének javítása korai fejlesztés segítségével. Alapító Okirat 5. (kiegészített) pontja szerint: a) - a gyermekek számára kidolgoz"
19664613,Karinthy Frigyes Gimnázium Studium Alapítvány,"1183 Budapest, Thököly út 7.",gimnáziumok,oktatás,A gimnáziumi tanulók nyelvtanulást segítő támogatása. Segítségnyújtás az első szakképzettség megszerzéséhez.
19664620,Ren-Ro Alapítvány az Elesettekért,"1076 Budapest, Péterfy Sándor utca 17. 4. em./29.",rászorulók segítése,szociális segítségnyújtás,"Azoknak az embereknek a megsegítése, akik koruk, helyzetük, vagy állapotuk miatt átmenetileg vagy tartósan segitségre szorulnak.az esélyegyenlőség biztosítása érdekében támogat mindenkit,aki származás"
